sujeito	escola	tipoescola	série	idade	sexo	escolarid	setrabalha	renda	estado	esc.pai	esc.mae	pósEM	CRN1	CRN2	CRN3	CRN4	CRN5	CRN6	CRN7	CRN8	CRN9	CRN10	CTL1	CTL2	CTL3	CTL4	CTL5	CTL6	CTL7	CTL8	CTL9	CTL10	CTL11	CTL12	CUR1	CUR2	CUR3	CUR4	CUR5	CUR6	CUR7	CUR8	CUR9	CUR10	CFD1	CFD2	CFD3	CFD4	CFD5	CFD6	CFD7	CFD8	CFD9	CFD10	CFD11	COP1	COP2	COP3	COP4	COP5	COP6	COP7	COP8	COP9	COP10	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	T31	T32	consci	abertura	socializ	neurotic	extrov	preocup	control	curiosid	confiança	cooper	or.futuro	or.passado	or.presente	vis.ans.futuro	CRN	CTL	CUR	CFD	TRABALHA	POSIRMAOS	ESCPAI	ESCMAE	RENDA2	POSEM	SITPROFPAI	SITPROFMAE	MORADIA	EPMAE01	EPMAE02	EPMAE03	EPMAE04	EPMAE05	EPMAE06	EPMAE07	EPMAE08	EPMAE09	EPMAE10	EPMAE11	EPMAE12	EPMAE13	EPMAE14	EPMAE15	EPMAE16	EPMAE17	EPMAE18	EPPAI01	EPPAI02	EPPAI03	EPPAI04	EPPAI05	EPPAI06	EPPAI07	EPPAI08	EPPAI09	EPPAI10	EPPAI11	EPPAI12	EPPAI13	EPPAI14	EPPAI15	EPPAI16	EPPAI17	EPPAI18	CLAR01	CLAR02	CLAR03	CLAR04	CLAR05	CLAR06	CLAR07	CLAR08	CERT09	CERT10	CERT11	CERT12	CERT13	CERT14	CERT15	CERT16	EPC01	EPC02	EPC03	EPC04	EPC05	EPC06	EPC07	EPC08	EPC09	EPC10	EPC11	EPC12	EPC13	EPC14	EPC15	EPC16	EPC17	EPC18	CLAREZA	CERTEZA	ev.satisf	ev.decisao	ev.expl	ev.intrus	BANCO	AMOSTRA
136	1	1	2	15	0	3	0	1	1	1	4	1	5	3	3	3	4	4	5	5	1	3	5	4	4	5	4	5	1	4	5	3	5	5	5	5	3	4	4	5	5	4	3	4	4	4	5	5	4	4	5	4	5	5	5	3	5	5	4	4	5	4	4	5	4	1	4	5	6	2	7	7	6	7	2	7	7	7	4	6	6	6	1	7	3	3	7	7	7	7	5	6	7	4	3	1	6	5	7	7	5	7	7	5	7	1	4	7	7	7	3	5	3	7	5	1	7	1	4	999	7	7	1	4	7	1	4	4	7	3	1	1	1	1	7	1	6	1	4	4	1	1	5	7	1	1	5	7	7	3	7	7	1	1	7	1	1	7	1	7	7	6,75	7	6	3,75	4	3,85714285714286	4,57142857142857	4,28571428571429	4,42857142857143	4,3	5,5	4,25	1,28571428571429	1	3,85714285714286	4,57142857142857	4,28571428571429	4,42857142857143	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1
71	1	1	2	15	0	3	0	999	1	4	6	6	4	4	3	5	5	5	3	3	3	4	4	4	5	4	5	3	5	3	3	4	5	5	2	4	5	3	4	5	4	3	3	4	3	5	4	5	5	5	4	4	5	5	5	3	5	3	4	5	5	5	4	5	5	2	2	7	7	3	7	7	5	6	5	7	7	7	2	6	5	6	5	4	1	1	4	6	6	2	6	7	6	7	2	1	7	3	7	7	6	6	6	7	4	2	7	7	4	6	6	2	1	7	5	6	7	5	2	5	7	3	7	7	6	4	5	6	6	5	7	5	7	2	1	2	7	7	1	7	2	7	3	4	3	2	7	1	2	7	2	7	4	7	3	6	7	3	4	2	4	5,5	4	6	3,75	6	4,14285714285714	4,28571428571429	3,71428571428571	4,57142857142857	4,4	3,1	5,75	5,85714285714286	4,5	4,14285714285714	4,28571428571429	3,71428571428571	4,57142857142857	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1
128	1	1	2	15	0	3	0	4	1	7	6	1	5	5	5	3	4	4	4	5	4	2	4	3	5	4	3	3	3	4	5	5	5	5	5	4	4	4	5	4	5	3	4	2	5	4	5	5	5	3	5	5	5	4	4	3	5	5	3	5	3	3	5	5	3	3	5	3	6	2	5	7	5	7	7	7	5	7	7	6	5	7	4	7	6	6	7	5	6	7	6	7	6	7	7	5	3	4	1	7	5	1	6	3	5	6	3	7	1	7	6	6	5	5	7	4	5	5	5	6	7	7	6	3	6	4	5	4	7	3	7	3	5	1	4	3	4	2	7	4	5	4	6	6	3	3	6	7	7	5	2	3	5	2	7	3	5	7	3	4	7	4	6,5	6,5	5,75	5,75	4,28571428571429	3,85714285714286	4,14285714285714	4,42857142857143	4	5,7	4	3,85714285714286	2,25	4,28571428571429	3,85714285714286	4,14285714285714	4,42857142857143	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2
273	1	1	1	15	1	3	0	1	1	7	7	6	5	3	5	2	4	5	3	5	4	2	5	5	4	5	5	5	5	5	3	2	5	5	3	4	5	4	5	5	2	4	5	2	4	5	5	5	5	3	5	5	5	5	5	1	4	1	5	4	5	5	4	5	3	1	5	7	2	3	5	7	7	4	6	7	3	5	1	3	7	7	7	7	2	3	6	7	7	4	6	7	7	6	1	1	7	2	4	7	7	5	7	6	3	1	6	6	5	5	7	7	2	7	6	5	7	7	6	7	5	7	4	5	6	1	1	6	3	7	1	5	7	6	7	7	6	3	2	7	4	4	7	7	5	2	7	6	7	1	1	7	5	6	5	2	3	7	4	5	7	5,5	6	6	3,25	5,75	3,85714285714286	4,85714285714286	4,28571428571429	4,57142857142857	3,7	5,8	7	3,85714285714286	4	3,85714285714286	4,85714285714286	4,28571428571429	4,57142857142857	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1
106	 	2	2	15	1	 	 	 	 	 	 	 	5	5	4	4	4	4	4	4	5	3	3	5	5	4	4	5	5	4	5	5	5	4	4	4	5	3	3	5	5	4	4	3	4	4	4	5	4	3	5	4	5	5	5	3	4	4	4	4	3	4	4	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	1	3	7	6	5	5	1	5	5	3	3	6	6	5	2	4	5	5	3	4	2	7	2	2	1	2	5	2	2	6	 	 	 	 	 	 	 	 	 	 	4,3	4	2,42857142857143	3,5	 	 	 	 	1	2	2	1	3	1	1	1	1	3	4	3	4	4	2	3	4	1	3	2	3	2	4	3	4	2	3	2	3	4	2	4	2	3	3	1	2	2	2	2	4	3	4	2	2	2	2	3	4	4	5	3	3	3	4	3	3	4	4	4	4	2,5	3,5	3,5	3	4	2	3	3,5	1	2,5	2	2,5	2	4	3	4	2	2,5	3,25	3,625	2,16666666666667	3,5	2,66666666666667	2	2	2
221	 	2	1	15	0	 	 	 	 	 	 	 	5	5	5	4	4	5	4	4	5	4	4	3	4	5	3	2	4	2	4	4	5	5	4	4	4	4	5	4	5	4	4	5	4	5	4	4	4	4	5	4	5	4	5	2	4	3	4	4	5	3	5	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6	1	6	5	2	6	4	7	2	5	7	1	1	6	7	4	7	7	7	7	6	7	7	1	2	7	1	5	6	4	5	7	 	 	 	 	 	 	 	 	 	 	6,2	6,25	4,28571428571429	2,25	 	 	 	 	1	1	2	6	15	2	1	1	1	2	1	3	4	4	2	3	4	3	3	3	4	2	4	3	4	2	4	2	1	3	2	4	1	3	4	2	2	2	4	1	4	2	4	2	4	3	2	4	2	1	4	5	5	4	3	4	3	5	4	4	3	2	1	3	3	4	1,5	3	4	2,5	2,5	2,5	4	1,5	4	2,5	4	2	4	3,25	3,75	2,66666666666667	3,66666666666667	3	1,66666666666667	2	1
247	1	1	1	15	1	3	0	5	1	6	4	1	5	5	4	5	4	2	4	5	3	3	4	5	5	5	5	4	4	4	4	5	5	5	3	2	3	3	4	4	5	3	5	2	4	4	5	3	5	4	5	5	5	4	4	2	4	5	5	5	5	4	3	5	3	1	1	7	6	2	6	5	4	5	7	6	6	4	1	6	5	5	5	6	1	1	6	5	6	6	6	7	7	7	1	1	7	5	7	5	7	6	6	7	4	1	7	5	6	6	7	3	1	7	5	4	4	1	7	4	7	4	4	4	7	1	2	5	7	2	7	7	3	1	3	1	6	1	7	4	1	1	7	7	1	4	1	7	1	1	1	1	1	1	7	1	3	7	1	7	7	5,5	5,75	6	2	6,5	4,14285714285714	4,71428571428571	3,14285714285714	4,14285714285714	4,1	6,5	1,75	2	1	4,14285714285714	4,71428571428571	3,14285714285714	4,14285714285714	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2
49	 	2	2	15	0	 	 	 	 	 	 	 	4	4	5	4	3	4	3	5	4	3	4	5	4	4	3	3	5	4	3	4	5	5	4	4	5	3	4	5	4	4	5	4	4	5	4	5	4	4	4	5	5	5	4	3	4	4	4	5	4	4	5	4	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6	2	5	2	1	7	6	6	4	4	6	5	2	5	6	3	2	6	3	6	2	2	1	7	2	5	3	1	1	3	4	7	 	 	 	 	 	 	 	 	 	 	4,6	4,75	2	2,75	 	 	 	 	1	4	2	3	3	6	1	1	1	4	1	3	4	4	2	4	4	3	4	2	4	1	4	4	3	4	4	3	1	3	4	4	2	4	4	1	4	4	4	1	4	3	3	3	3	2	1	2	4	3	2	1	1	3	4	1	2	2	1	1	1	3,5	1	3	4	4	2	4	4	2	4	3	4	1	4	3,5	3	3,5	3,5	2	1,875	2,66666666666667	4	3,66666666666667	2,16666666666667	2	1
111	 	2	1	15	0	 	 	 	 	 	 	 	4	5	4	4	4	4	3	5	4	3	5	5	5	4	3	5	4	5	4	5	5	5	4	4	4	4	5	4	5	5	4	3	5	5	5	5	5	4	5	5	5	5	3	1	3	3	3	3	5	4	3	3	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	6	4	6	4	6	4	6	2	3	5	5	6	7	5	2	5	6	6	5	5	6	4	3	2	4	1	4	6	4	4	7	 	 	 	 	 	 	 	 	 	 	5	4,75	4,57142857142857	2,25	 	 	 	 	1	2	6	5	4	2	1	1	4	3	4	3	4	4	2	4	4	1	4	2	4	1	4	4	4	2	3	3	4	3	4	4	2	4	3	4	2	4	2	1	4	3	4	2	2	4	4	5	5	4	5	4	4	3	4	4	3	4	4	5	4	3	4	3	4	4	2	4	3,5	2,5	3	3	3	1	4	3,5	4	2	2,5	4,375	3,875	2,83333333333333	3,83333333333333	3	1,66666666666667	2	1
180	 	2	1	15	1	 	 	 	 	 	 	 	5	5	5	4	5	1	4	5	3	4	4	4	4	4	4	5	4	3	5	4	5	3	4	5	3	4	3	4	5	4	4	2	5	5	5	5	4	4	4	5	5	5	4	3	4	5	4	5	4	5	3	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7	1	7	1	4	6	4	7	1	7	3	1	6	7	7	5	2	2	7	5	1	1	1	1	1	7	1	7	7	1	7	7	 	 	 	 	 	 	 	 	 	 	7	2,5	2,71428571428571	2,75	 	 	 	 	1	2	7	7	8	2	1	1	2	3	1	3	3	4	1	4	4	4	2	3	4	1	4	3	4	1	4	4	1	4	3	4	1	4	4	2	2	3	4	1	4	3	4	1	4	5	5	5	5	3	5	5	5	4	5	4	5	5	5	3	5	3,5	1	3,5	3	4	1	4	4	3	2	3	4	1	4	3	4	1	4	4,75	4,5	3,16666666666667	4	3	1	2	1
209	 	2	1	15	0	 	 	 	 	 	 	 	4	5	4	4	4	5	4	4	5	4	4	4	5	5	3	4	5	3	4	4	5	5	4	4	4	4	5	5	5	5	5	2	4	4	4	5	5	3	5	4	5	5	5	1	3	3	4	5	4	3	3	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	6	1	4	7	1	3	1	1	1	2	1	5	7	5	2	6	7	1	1	1	5	1	1	7	4	7	7	1	4	7	 	 	 	 	 	 	 	 	 	 	5,6	3,25	2	3,5	 	 	 	 	1	2	4	4	2	2	1	1	6	3	1	3	4	4	1	2	4	1	3	3	4	1	4	3	4	1	4	3	1	3	3	3	2	2	3	3	1	3	4	2	4	3	3	3	1	1	2	3	4	4	2	3	3	3	4	3	5	2	3	3	3	3	1	3	3,5	3,5	1,5	2	3,5	2	2	3	4	1,5	4	3	3,5	2	2,5	2,75	3,25	2,66666666666667	3	2,5	1,66666666666667	2	2
234	 	2	1	15	1	 	 	 	 	 	 	 	5	4	3	5	4	5	4	5	5	4	4	3	4	5	4	4	5	3	4	3	4	4	5	4	4	4	4	4	4	3	5	5	4	4	4	5	4	4	4	4	5	4	4	3	4	4	4	4	4	5	4	4	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	6	3	1	5	5	6	1	3	6	2	2	6	5	2	2	4	6	4	4	4	4	1	3	4	3	4	5	3	4	7	 	 	 	 	 	 	 	 	 	 	5,1	4,75	3	1,75	 	 	 	 	1	1	4	6	3	2	1	1	4	2	1	2	3	4	1	4	4	1	2	1	4	3	4	3	4	3	4	1	4	3	1	1	1	4	1	2	1	3	4	1	2	1	2	1	1	4	3	5	4	5	3	4	4	5	3	4	3	4	3	3	5	1,5	2,5	2,5	2	2,5	1	4	2,5	1,5	1,5	2	4	2	3	2	3	2	2,5	4	3,75	2	3	2	1,66666666666667	2	1
240	1	1	1	15	1	3	0	99	1	6	6	99	4	5	5	4	4	4	3	5	3	3	3	4	5	4	4	5	3	3	4	4	4	5	4	5	4	4	5	4	5	3	4	2	4	4	4	4	5	4	5	5	5	4	4	2	3	5	4	5	4	4	5	5	4	1	5	6	6	4	5	7	5	7	4	3	5	4	1	6	4	5	5	6	1	1	3	5	6	3	6	5	7	7	4	1	4	4	6	7	5	5	5	6	4	1	4	4	4	3	6	2	1	4	4	4	4	1	7	4	6	3	3	4	7	3	3	2	6	5	1	7	5	1	3	4	4	1	4	4	2	5	4	3	3	3	4	4	4	4	5	5	4	4	4	1	5	4	4	4	5	4,5	3,25	5,5	4	5,25	4,14285714285714	4,28571428571429	4,14285714285714	4,14285714285714	4,1	4,4	4,25	4,28571428571429	1,5	4,14285714285714	4,28571428571429	4,14285714285714	4,14285714285714	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2
242	1	1	1	15	0	3	0	5	1	6	6	2	4	5	5	5	5	5	3	4	4	4	5	5	5	5	5	4	5	5	5	5	5	4	3	4	4	3	3	4	3	4	3	3	4	4	5	4	5	4	5	5	5	5	4	1	4	4	4	3	3	4	3	3	2	1	1	6	5	3	4	5	6	5	4	6	6	7	5	4	5	5	5	7	1	1	5	5	5	2	5	5	6	5	4	2	5	5	5	5	7	3	5	2	3	1	3	7	6	7	6	4	1	5	6	1	5	1	2	4	4	7	7	4	7	3	5	4	5	5	7	4	2	1	5	7	5	1	7	5	1	4	5	5	1	4	3	4	4	4	5	5	1	3	7	1	4	7	1	6	7	5,5	4,75	5	3,75	4,5	4,57142857142857	4,71428571428571	3,57142857142857	4,28571428571429	3,1	5,7	5	3,14285714285714	1	4,57142857142857	4,71428571428571	3,57142857142857	4,28571428571429	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1
258	1	1	1	15	0	3	0	4	1	7	7	2	5	4	5	5	4	5	4	5	3	4	5	4	3	4	3	4	3	2	4	5	4	5	4	4	4	5	4	5	5	5	4	5	3	3	4	4	4	3	4	5	5	5	4	3	4	4	4	5	3	4	4	4	3	1	3	7	4	5	2	7	7	7	6	5	4	4	5	6	6	5	6	7	2	1	4	4	5	3	4	5	7	5	2	3	5	3	6	5	6	3	5	6	2	4	6	4	4	6	7	4	2	7	6	3	6	4	2	7	7	4	5	7	6	1	3	4	7	4	1	7	5	2	6	4	5	1	3	7	1	3	7	7	1	1	1	5	5	2	2	4	1	4	7	1	3	7	2	7	7	4,5	4,5	5,5	2,5	6,5	4,57142857142857	4	4,42857142857143	3,57142857142857	3,8	6,1	4	2,85714285714286	1,25	4,57142857142857	4	4,42857142857143	3,57142857142857	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1
119	 	2	1	15	0	 	 	 	 	 	 	 	4	4	3	4	3	4	5	5	4	3	5	4	5	4	3	4	5	4	4	4	4	5	3	4	4	3	3	3	4	4	4	3	4	5	4	5	5	4	5	5	5	5	4	3	4	4	5	5	3	5	4	5	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	5	3	1	5	4	7	1	4	6	2	2	5	7	4	1	3	5	5	1	2	5	2	3	6	1	3	6	3	5	7	 	 	 	 	 	 	 	 	 	 	5,5	4,5	2,28571428571429	1,75	 	 	 	 	1	3	4	4	1	2	1	1	4	3	1	2	4	3	1	4	3	1	2	3	3	1	4	3	4	1	3	3	1	3	4	4	1	4	4	2	2	2	3	1	4	4	4	2	3	4	5	4	5	5	5	4	5	4	3	4	4	4	4	4	5	3	1	2,5	4	3,5	1	4	3,5	1,5	2	2,5	3	1	4	3,5	4	1,5	3	4,625	4	2,16666666666667	3,66666666666667	2,83333333333333	1,16666666666667	2	2
141	1	1	2	15	0	3	0	5	1	7	7	2	3	5	4	4	4	4	5	5	2	3	4	4	4	4	4	5	2	5	4	3	5	5	4	4	3	4	4	4	5	4	4	4	4	5	5	5	4	4	4	5	5	4	4	1	5	5	5	4	4	5	4	4	2	2	2	6	7	2	6	6	6	6	5	7	7	6	1	7	6	6	7	4	2	1	6	5	7	5	7	7	7	6	4	1	5	6	7	6	7	3	6	2	6	1	2	5	5	7	6	5	1	6	7	5	7	999	2	5	7	5	7	7	6	2	7	7	7	5	1	6	7	5	4	3	6	1	6	5	2	6	5	7	3	2	4	2	5	6	4	5	2	3	3	1	7	7	5	2	4	5,75	5,5	7	3,25	4,75	4,14285714285714	4,28571428571429	3,85714285714286	4,42857142857143	3,9	4,7	4,25	5,14285714285714	2,5	4,14285714285714	4,28571428571429	3,85714285714286	4,42857142857143	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1
267	1	1	1	15	1	3	0	4	1	6	6	2	3	5	5	5	4	3	4	5	2	1	5	5	4	4	5	5	3	3	4	5	3	5	5	5	4	3	3	5	4	4	4	5	3	4	5	4	4	5	5	4	5	5	5	1	5	5	5	5	5	2	3	4	2	1	2	7	7	2	1	7	6	7	1	7	5	7	3	6	5	4	7	7	1	2	5	4	5	5	7	7	7	6	4	2	6	1	5	7	7	6	7	6	2	2	7	6	7	7	7	5	2	6	4	2	7	6	4	6	6	2	4	7	7	2	5	3	7	4	2	5	2	4	1	4	7	1	6	4	1	6	7	7	5	2	7	1	5	7	2	7	1	2	7	1	4	7	1	6	7	5,25	4,5	5,5	3,5	5,5	4,14285714285714	4,71428571428571	4,14285714285714	4,28571428571429	3,7	5,7	5,5	3,42857142857143	2,75	4,14285714285714	4,71428571428571	4,14285714285714	4,28571428571429	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1
411	3	2	1	15	1	3	0	2	1	6	4	2	3	2	5	5	5	3	5	4	5	3	4	5	4	5	5	4	5	4	4	5	5	4	3	2	2	4	4	5	3	4	4	3	5	4	4	4	4	5	3	5	5	5	5	4	5	4	4	5	3	4	2	4	4	2	2	2	4	3	7	7	6	7	4	5	7	3	2	6	7	6	7	7	1	1	5	6	6	3	7	7	7	3	2	1	6	6	6	4	7	7	6	6	7	2	6	3	7	7	7	4	1	6	6	3	6	5	2	4	7	4	7	5	7	1	5	6	7	7	3	7	3	6	5	1	3	5	7	6	1	6	5	6	3	2	3	6	5	3	2	7	5	5	5	6	7	6	3	7	5	6,75	4,5	6,5	2	6	4	4,42857142857143	3,42857142857143	4,42857142857143	3,9	6,1	4,25	4,14285714285714	5	4	4,42857142857143	3,42857142857143	4,42857142857143	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2
107	 	2	1	15	1	 	 	 	 	 	 	 	4	3	3	5	5	4	4	5	4	5	4	5	4	4	3	4	5	4	4	5	4	4	4	4	4	4	5	4	5	4	4	4	4	4	4	4	4	4	4	5	4	4	4	2	4	5	4	4	4	1	4	4	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	6	6	7	6	6	1	7	1	4	4	7	3	7	7	4	7	5	7	1	6	1	1	7	6	1	4	7	6	6	2	4	 	 	 	 	 	 	 	 	 	 	4,8	2,75	6	3,75	 	 	 	 	1	1	6	6	3	6	1	1	4	2	1	2	3	4	4	4	4	1	1	3	4	1	4	3	3	3	4	3	1	4	3	4	4	4	3	1	1	3	4	1	4	4	4	3	4	4	3	3	5	5	5	1	3	4	5	5	5	5	3	4	5	2,5	1	3	3	4	4	4	3,5	1	1	3	4	1	4	3,5	3,5	3	4	3,625	4,5	2,33333333333333	3,83333333333333	2,83333333333333	2,66666666666667	2	2
103	1	1	2	15	0	3	1	1	1	6	6	2	4	5	4	5	4	4	3	4	5	3	4	4	5	5	4	4	3	5	4	5	5	5	3	3	3	2	4	5	5	3	4	2	4	4	4	5	5	4	5	5	4	4	4	1	4	4	5	5	4	5	5	4	2	1	2	5	7	2	4	5	6	6	5	5	7	5	1	5	6	6	6	5	4	4	5	7	6	4	6	6	7	6	1	1	6	6	7	7	6	4	6	2	6	1	3	5	4	5	6	6	1	4	7	7	7	7	5	4	6	5	6	7	5	1	5	6	6	7	1	7	3	1	4	3	7	1	6	7	1	5	7	7	1	1	3	6	3	3	4	2	1	3	6	1	7	4	3	6	7	6	4,5	6,25	2,25	5	4,14285714285714	4,42857142857143	3,28571428571429	4,28571428571429	3,9	6,3	3,75	3,57142857142857	1	4,14285714285714	4,42857142857143	3,28571428571429	4,28571428571429	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1
